,payment_type,payment_installments,customer_city,price,product_category_name
29627,debit_card,1,curitiba,39.99,beleza_saude
29628,credit_card,1,porto alegre,35.0,automotivo
29629,credit_card,4,guarulhos,106.0,utilidades_domesticas
29630,credit_card,8,brasilia,82.0,beleza_saude
29631,boleto,1,brasilia,180.0,beleza_saude
29632,boleto,1,rio de janeiro,89.0,audio
29633,credit_card,3,porto alegre,89.9,informatica_acessorios
29638,boleto,1,belo horizonte,49.9,moveis_decoracao
29640,credit_card,2,brasilia,150.0,beleza_saude
29641,credit_card,3,campinas,49.0,brinquedos
29642,credit_card,3,sao paulo,24.9,fashion_roupa_masculina
29643,boleto,1,brasilia,159.9,bebes
29644,debit_card,1,guarulhos,29.99,beleza_saude
29646,credit_card,1,rio de janeiro,78.0,moveis_decoracao
29648,boleto,1,sao paulo,48.0,cama_mesa_banho
29656,credit_card,5,brasilia,48.9,malas_acessorios
29658,credit_card,2,campinas,89.9,automotivo
29659,credit_card,1,sao paulo,92.7,utilidades_domesticas
29660,credit_card,2,rio de janeiro,99.0,papelaria
29661,credit_card,2,belo horizonte,60.0,fashion_bolsas_e_acessorios
29662,credit_card,1,salvador,219.0,cool_stuff
29663,credit_card,1,campinas,59.9,automotivo
29664,credit_card,1,sao paulo,74.9,cama_mesa_banho
29665,credit_card,10,brasilia,104.9,cama_mesa_banho
29666,credit_card,1,sao paulo,17.99,telefonia
29667,boleto,1,sao paulo,109.95,esporte_lazer
29668,credit_card,2,sao paulo,136.0,esporte_lazer
29670,credit_card,2,rio de janeiro,48.9,esporte_lazer
29671,boleto,1,rio de janeiro,124.89,informatica_acessorios
29672,credit_card,5,sao paulo,240.99,perfumaria
29673,boleto,1,curitiba,145.0,informatica_acessorios
29674,credit_card,2,sao paulo,89.99,beleza_saude
29675,credit_card,1,sao paulo,17.99,telefonia
29676,credit_card,10,campinas,157.0,cama_mesa_banho
29677,credit_card,4,sao paulo,98.9,perfumaria
29678,boleto,1,rio de janeiro,180.0,esporte_lazer
29679,credit_card,1,guarulhos,12.9,eletronicos
29680,credit_card,1,guarulhos,49.0,fashion_bolsas_e_acessorios
29681,credit_card,1,sao paulo,42.9,cool_stuff
29682,credit_card,5,belo horizonte,54.9,cama_mesa_banho
29683,credit_card,2,sao paulo,64.9,brinquedos
29684,credit_card,2,rio de janeiro,26.15,utilidades_domesticas
29685,credit_card,2,porto alegre,199.99,cool_stuff
29686,credit_card,3,sao paulo,50.9,automotivo
29687,credit_card,1,sao paulo,54.0,eletroportateis
29689,credit_card,1,campinas,19.95,livros_interesse_geral
29690,credit_card,8,sao paulo,699.99,relogios_presentes
29691,credit_card,3,sao paulo,179.49,automotivo
29692,boleto,1,sao paulo,15.99,alimentos_bebidas
29695,boleto,1,sao paulo,107.53,telefonia
29696,credit_card,1,sao paulo,15.9,cama_mesa_banho
29698,boleto,1,sao paulo,23.99,livros_importados
29699,credit_card,3,belo horizonte,199.0,instrumentos_musicais
29700,credit_card,1,guarulhos,33.89,ferramentas_jardim
29701,boleto,1,curitiba,31.9,informatica_acessorios
29702,credit_card,2,sao paulo,69.0,relogios_presentes
29703,credit_card,10,rio de janeiro,239.0,relogios_presentes
29704,boleto,1,sao paulo,39.99,instrumentos_musicais
29705,credit_card,1,sao paulo,59.0,esporte_lazer
29706,credit_card,1,rio de janeiro,135.0,esporte_lazer
29707,credit_card,1,belo horizonte,39.9,informatica_acessorios
29708,credit_card,2,curitiba,148.0,cool_stuff
29709,credit_card,2,belo horizonte,94.9,casa_construcao
29710,credit_card,3,rio de janeiro,224.9,esporte_lazer
29711,credit_card,1,sao paulo,75.0,moveis_decoracao
29713,credit_card,5,belo horizonte,39.9,cool_stuff
29714,credit_card,8,rio de janeiro,260.0,relogios_presentes
29715,boleto,1,curitiba,44.7,alimentos_bebidas
29717,credit_card,3,belo horizonte,45.9,moveis_decoracao
29720,credit_card,1,sao paulo,48.9,bebes
29721,voucher,1,sao paulo,33.0,moveis_decoracao
29722,boleto,1,campinas,47.9,moveis_sala
29723,credit_card,10,belo horizonte,1199.9,automotivo
29724,credit_card,4,belo horizonte,69.99,cool_stuff
29725,credit_card,1,rio de janeiro,69.99,cool_stuff
29726,credit_card,2,sao paulo,45.0,cama_mesa_banho
29727,boleto,1,belo horizonte,79.99,cama_mesa_banho
29728,boleto,1,sao paulo,194.0,utilidades_domesticas
29729,credit_card,8,sao paulo,175.99,relogios_presentes
29730,credit_card,8,curitiba,488.0,relogios_presentes
29731,credit_card,5,sao paulo,45.9,moveis_decoracao
29732,credit_card,1,sao paulo,120.0,telefonia
29733,credit_card,1,guarulhos,19.9,cama_mesa_banho
29734,boleto,1,sao paulo,425.92,utilidades_domesticas
29735,credit_card,4,sao paulo,61.99,beleza_saude
29736,credit_card,5,sao paulo,199.9,utilidades_domesticas
29737,credit_card,1,sao paulo,98.44,informatica_acessorios
29743,credit_card,10,curitiba,119.99,moveis_escritorio
29745,credit_card,1,campinas,12.25,eletronicos
29746,credit_card,3,porto alegre,199.9,esporte_lazer
29747,credit_card,1,campinas,54.9,utilidades_domesticas
29748,credit_card,6,sao paulo,219.9,esporte_lazer
29749,credit_card,3,curitiba,139.0,papelaria
29750,credit_card,8,rio de janeiro,1849.9,relogios_presentes
29751,credit_card,10,rio de janeiro,159.0,automotivo
29752,credit_card,1,sao paulo,499.0,automotivo
29753,credit_card,1,curitiba,81.49,alimentos
29754,credit_card,5,sao paulo,154.9,utilidades_domesticas
29755,credit_card,5,sao paulo,12.99,perfumaria
29757,credit_card,1,belo horizonte,62.9,automotivo
29758,credit_card,10,campinas,179.0,perfumaria
29759,boleto,1,belo horizonte,55.9,brinquedos
29760,credit_card,1,sao paulo,50.0,bebes
29761,boleto,1,brasilia,14.9,audio
29762,credit_card,3,rio de janeiro,139.97,moveis_escritorio
29763,voucher,1,belo horizonte,52.0,informatica_acessorios
29764,credit_card,1,sao paulo,19.99,beleza_saude
29765,credit_card,2,campinas,120.0,esporte_lazer
29767,credit_card,1,guarulhos,399.99,utilidades_domesticas
29768,credit_card,8,brasilia,279.8,relogios_presentes
29769,credit_card,5,rio de janeiro,229.5,esporte_lazer
29770,boleto,1,sao paulo,27.93,market_place
29771,credit_card,4,curitiba,80.0,beleza_saude
29772,credit_card,2,sao paulo,250.0,artes
29773,credit_card,1,belo horizonte,33.1,esporte_lazer
29774,credit_card,2,sao paulo,49.9,cama_mesa_banho
29775,credit_card,5,sao paulo,49.9,brinquedos
29776,boleto,1,belo horizonte,129.8,moveis_decoracao
29778,credit_card,5,rio de janeiro,249.99,brinquedos
29779,credit_card,5,sao paulo,55.9,cama_mesa_banho
29780,boleto,1,sao paulo,59.9,moveis_decoracao
29781,credit_card,1,salvador,8.9,construcao_ferramentas_seguranca
29782,boleto,1,sao paulo,175.9,informatica_acessorios
29784,credit_card,1,sao paulo,45.9,informatica_acessorios
29785,credit_card,4,sao paulo,20.4,utilidades_domesticas
29787,boleto,1,sao paulo,36.9,informatica_acessorios
29790,boleto,1,sao paulo,33.9,esporte_lazer
29791,boleto,1,sao paulo,39.9,fashion_bolsas_e_acessorios
29792,credit_card,2,sao paulo,28.8,brinquedos
29793,credit_card,1,sao paulo,99.9,moveis_quarto
29794,credit_card,1,belo horizonte,149.9,cama_mesa_banho
29795,credit_card,6,sao paulo,309.99,brinquedos
29796,boleto,1,sao paulo,94.9,pet_shop
29797,credit_card,1,sao paulo,14.99,eletronicos
29798,credit_card,1,sao paulo,24.99,telefonia
29799,credit_card,1,brasilia,25.0,livros_interesse_geral
29800,credit_card,1,sao paulo,144.0,perfumaria
29801,voucher,1,curitiba,69.9,esporte_lazer
29802,boleto,1,belo horizonte,179.0,papelaria
29803,credit_card,4,porto alegre,199.0,cool_stuff
29804,credit_card,1,sao paulo,23.99,beleza_saude
29806,boleto,1,sao paulo,59.99,esporte_lazer
29807,credit_card,4,belo horizonte,56.97,alimentos
29808,credit_card,4,sao paulo,89.9,fashion_bolsas_e_acessorios
29810,credit_card,4,rio de janeiro,223.9,brinquedos
29811,credit_card,5,sao paulo,38.99,cama_mesa_banho
29812,credit_card,1,belo horizonte,89.9,brinquedos
29813,credit_card,3,sao paulo,279.99,brinquedos
29814,credit_card,8,brasilia,72.9,beleza_saude
29815,credit_card,2,brasilia,89.9,cama_mesa_banho
29818,credit_card,1,belo horizonte,122.99,desconocida
29819,boleto,1,belo horizonte,49.9,brinquedos
29820,credit_card,6,curitiba,118.8,perfumaria
29821,credit_card,2,sao paulo,230.0,construcao_ferramentas_iluminacao
29822,credit_card,12,porto alegre,109.8,moveis_decoracao
29823,credit_card,3,sao paulo,129.9,beleza_saude
29824,credit_card,1,sao paulo,24.9,beleza_saude
29826,credit_card,2,sao paulo,55.3,fashion_bolsas_e_acessorios
29827,credit_card,10,rio de janeiro,159.99,bebes
29828,boleto,1,curitiba,15.33,esporte_lazer
29829,credit_card,2,brasilia,199.9,relogios_presentes
29830,boleto,1,belo horizonte,24.99,telefonia
29831,credit_card,1,sao paulo,84.89,informatica_acessorios
29832,credit_card,1,brasilia,194.99,esporte_lazer
29833,credit_card,1,rio de janeiro,13.65,eletronicos
29834,credit_card,8,belo horizonte,29.99,telefonia
29836,boleto,1,sao paulo,158.0,relogios_presentes
29837,credit_card,6,sao paulo,143.99,cama_mesa_banho
29838,credit_card,2,curitiba,48.9,perfumaria
29839,credit_card,10,belo horizonte,119.99,esporte_lazer
29841,credit_card,4,belo horizonte,79.0,relogios_presentes
29842,credit_card,8,sao paulo,239.0,relogios_presentes
29843,voucher,1,sao paulo,79.0,papelaria
29844,credit_card,1,sao paulo,34.99,bebes
29845,credit_card,1,sao paulo,60.0,moveis_decoracao
29846,credit_card,10,belo horizonte,199.0,relogios_presentes
29847,credit_card,5,rio de janeiro,199.98,moveis_escritorio
29848,credit_card,8,sao paulo,1299.9,pcs
29849,credit_card,2,sao paulo,39.0,utilidades_domesticas
29850,credit_card,12,rio de janeiro,129.9,moveis_decoracao
29851,credit_card,1,sao paulo,379.0,eletronicos
29852,debit_card,1,rio de janeiro,98.7,moveis_decoracao
29853,credit_card,1,curitiba,150.0,casa_construcao
29854,credit_card,1,sao paulo,89.99,eletronicos
29855,credit_card,1,porto alegre,109.9,brinquedos
29856,credit_card,4,sao paulo,139.98,moveis_escritorio
29857,credit_card,1,sao paulo,39.9,fashion_bolsas_e_acessorios
29858,credit_card,2,rio de janeiro,23.9,utilidades_domesticas
29859,boleto,1,sao paulo,69.9,cama_mesa_banho
29862,credit_card,3,belo horizonte,27.99,telefonia
29863,credit_card,1,rio de janeiro,19.9,cama_mesa_banho
29864,boleto,1,belo horizonte,49.97,moveis_decoracao
29865,credit_card,1,sao paulo,138.0,utilidades_domesticas
29866,credit_card,1,sao paulo,19.5,agro_industria_e_comercio
29867,credit_card,1,sao paulo,29.9,beleza_saude
29868,credit_card,3,belo horizonte,109.99,esporte_lazer
29869,credit_card,1,curitiba,129.99,bebes
29870,credit_card,2,rio de janeiro,116.0,sinalizacao_e_seguranca
29871,boleto,1,sao paulo,572.0,cool_stuff
29872,credit_card,6,sao paulo,139.0,utilidades_domesticas
29873,credit_card,10,brasilia,1350.0,brinquedos
29874,boleto,1,curitiba,2.9,pet_shop
29875,credit_card,2,sao paulo,20.0,telefonia
29876,credit_card,1,belo horizonte,89.9,brinquedos
29877,voucher,1,rio de janeiro,215.56,alimentos_bebidas
29880,credit_card,5,rio de janeiro,108.0,relogios_presentes
29881,credit_card,10,porto alegre,149.9,cama_mesa_banho
29882,credit_card,10,sao paulo,749.9,instrumentos_musicais
29883,credit_card,10,sao paulo,160.99,cama_mesa_banho
29885,credit_card,1,brasilia,100.0,informatica_acessorios
29886,credit_card,1,porto alegre,80.9,informatica_acessorios
29887,credit_card,2,rio de janeiro,139.99,casa_construcao
29888,credit_card,5,brasilia,599.0,relogios_presentes
29889,credit_card,1,rio de janeiro,47.9,bebes
29890,credit_card,6,porto alegre,148.69,cama_mesa_banho
29891,credit_card,2,sao paulo,36.4,utilidades_domesticas
29892,credit_card,8,sao paulo,169.9,utilidades_domesticas
29893,credit_card,1,sao paulo,32.29,consoles_games
29895,credit_card,4,sao paulo,199.99,cool_stuff
29896,credit_card,1,sao paulo,16.5,eletronicos
29897,credit_card,3,sao paulo,195.9,relogios_presentes
29898,credit_card,6,rio de janeiro,45.0,esporte_lazer
29900,credit_card,10,rio de janeiro,575.99,fashion_bolsas_e_acessorios
29901,credit_card,1,sao paulo,35.9,cool_stuff
29902,boleto,1,sao paulo,256.0,telefonia_fixa
29903,credit_card,1,salvador,49.49,alimentos
29904,credit_card,3,sao paulo,43.0,bebidas
29905,credit_card,1,sao paulo,40.35,cama_mesa_banho
29906,credit_card,1,rio de janeiro,79.9,cama_mesa_banho
29907,boleto,1,porto alegre,19.9,eletronicos
29908,credit_card,1,sao paulo,14.99,eletronicos
29909,credit_card,1,sao paulo,59.9,beleza_saude
29910,boleto,1,curitiba,119.9,relogios_presentes
29911,credit_card,1,sao paulo,299.0,moveis_decoracao
29912,credit_card,2,sao paulo,26.0,moveis_decoracao
29913,credit_card,2,sao paulo,279.9,perfumaria
29914,credit_card,1,sao paulo,69.9,moveis_decoracao
29915,credit_card,1,belo horizonte,33.0,brinquedos
29916,credit_card,1,sao paulo,29.9,brinquedos
29917,credit_card,1,sao paulo,98.0,papelaria
29918,credit_card,8,sao paulo,72.99,cama_mesa_banho
29919,credit_card,10,rio de janeiro,889.99,relogios_presentes
29920,credit_card,1,sao paulo,38.8,informatica_acessorios
29921,credit_card,1,salvador,109.9,eletronicos
29922,credit_card,1,rio de janeiro,43.9,beleza_saude
29923,credit_card,8,rio de janeiro,649.9,beleza_saude
29924,credit_card,1,curitiba,29.9,construcao_ferramentas_iluminacao
29925,boleto,1,sao paulo,84.99,beleza_saude
29926,credit_card,2,sao paulo,56.99,cama_mesa_banho
29927,credit_card,1,sao paulo,18.99,telefonia
29928,boleto,1,belo horizonte,119.0,informatica_acessorios
29929,boleto,1,brasilia,39.99,esporte_lazer
29930,credit_card,1,sao paulo,111.27,beleza_saude
29931,credit_card,1,curitiba,147.9,automotivo
29932,credit_card,2,sao paulo,22.9,pet_shop
29933,credit_card,4,salvador,24.9,cama_mesa_banho
29934,credit_card,8,brasilia,99.9,cama_mesa_banho
29935,credit_card,2,curitiba,37.9,perfumaria
29936,credit_card,3,sao paulo,90.0,perfumaria
29937,boleto,1,sao paulo,499.9,moveis_escritorio
29938,credit_card,10,campinas,249.0,relogios_presentes
29939,credit_card,3,sao paulo,415.99,eletronicos
29940,boleto,1,campinas,49.6,construcao_ferramentas_construcao
29941,credit_card,1,sao paulo,55.0,instrumentos_musicais
29942,credit_card,4,rio de janeiro,89.9,cama_mesa_banho
29943,boleto,1,salvador,49.99,telefonia
29944,credit_card,5,brasilia,39.9,perfumaria
29945,debit_card,1,rio de janeiro,42.9,beleza_saude
29946,boleto,1,brasilia,241.1,automotivo
29947,boleto,1,rio de janeiro,89.9,esporte_lazer
29948,credit_card,3,campinas,39.98,bebes
29949,credit_card,1,curitiba,59.9,ferramentas_jardim
29950,credit_card,3,belo horizonte,56.99,perfumaria
29951,credit_card,5,sao paulo,45.9,moveis_decoracao
29952,credit_card,2,rio de janeiro,69.9,cama_mesa_banho
29953,credit_card,1,sao paulo,24.99,eletrodomesticos
29954,credit_card,4,rio de janeiro,29.0,construcao_ferramentas_seguranca
29955,credit_card,1,sao paulo,175.99,informatica_acessorios
29956,boleto,1,sao paulo,24.5,consoles_games
29957,credit_card,2,sao paulo,19.99,informatica_acessorios
29958,credit_card,3,campinas,73.35,moveis_decoracao
29959,credit_card,3,porto alegre,119.9,cama_mesa_banho
29960,credit_card,10,sao paulo,195.9,informatica_acessorios
29961,credit_card,2,sao paulo,19.9,esporte_lazer
29962,credit_card,8,rio de janeiro,65.99,automotivo
29963,boleto,1,porto alegre,14.9,eletronicos
29964,credit_card,5,salvador,49.99,fashion_bolsas_e_acessorios
29965,boleto,1,sao paulo,120.0,beleza_saude
29966,credit_card,1,sao paulo,65.0,beleza_saude
29967,boleto,1,sao paulo,179.0,casa_conforto
29969,credit_card,10,salvador,379.99,instrumentos_musicais
29970,credit_card,8,belo horizonte,124.99,cama_mesa_banho
29971,credit_card,1,sao paulo,12.3,eletronicos
29972,credit_card,8,sao paulo,295.0,moveis_decoracao
29973,boleto,1,brasilia,139.9,eletrodomesticos_2
29974,credit_card,10,sao paulo,149.0,brinquedos
29975,credit_card,1,sao paulo,24.53,esporte_lazer
29976,credit_card,3,rio de janeiro,25.0,utilidades_domesticas
29977,credit_card,1,sao paulo,79.9,perfumaria
29978,credit_card,2,sao paulo,304.91,desconocida
29979,credit_card,1,salvador,21.9,eletronicos
29980,credit_card,9,sao paulo,79.9,utilidades_domesticas
29981,credit_card,4,sao paulo,99.99,esporte_lazer
29982,credit_card,4,belo horizonte,97.5,ferramentas_jardim
29983,credit_card,3,belo horizonte,139.9,cool_stuff
29984,credit_card,5,guarulhos,55.0,relogios_presentes
29985,boleto,1,rio de janeiro,369.0,cama_mesa_banho
29986,credit_card,10,rio de janeiro,189.0,climatizacao
29987,credit_card,6,guarulhos,14.9,utilidades_domesticas
29989,boleto,1,salvador,99.9,relogios_presentes
29990,credit_card,1,sao paulo,19.9,beleza_saude
29994,credit_card,6,sao paulo,190.9,audio
29995,credit_card,1,sao paulo,99.75,utilidades_domesticas
29996,credit_card,10,sao paulo,480.0,ferramentas_jardim
29997,boleto,1,curitiba,24.89,eletronicos
29998,credit_card,2,sao paulo,119.9,papelaria
29999,credit_card,3,porto alegre,18.99,fashion_bolsas_e_acessorios
30000,credit_card,1,sao paulo,79.9,beleza_saude
30001,boleto,1,guarulhos,59.9,beleza_saude
30002,credit_card,6,salvador,159.0,utilidades_domesticas
30003,credit_card,1,rio de janeiro,49.8,cama_mesa_banho
30004,boleto,1,belo horizonte,54.9,utilidades_domesticas
30005,credit_card,1,sao paulo,79.0,beleza_saude
30006,credit_card,1,belo horizonte,20.0,automotivo
30007,credit_card,4,rio de janeiro,175.99,relogios_presentes
30008,credit_card,1,sao paulo,19.99,telefonia
30009,credit_card,1,campinas,34.3,desconocida
30010,credit_card,5,sao paulo,49.49,esporte_lazer
30011,credit_card,1,sao paulo,39.99,moveis_decoracao
30012,credit_card,2,sao paulo,45.0,brinquedos
30013,credit_card,2,sao paulo,269.9,ferramentas_jardim
30014,credit_card,5,sao paulo,199.99,moveis_decoracao
30015,voucher,1,rio de janeiro,26.0,eletrodomesticos
30016,credit_card,3,sao paulo,159.0,pet_shop
30017,credit_card,2,curitiba,100.6,instrumentos_musicais
30018,credit_card,4,belo horizonte,71.9,portateis_casa_forno_e_cafe
30019,boleto,1,sao paulo,29.0,papelaria
30020,credit_card,8,porto alegre,169.0,utilidades_domesticas
30021,credit_card,3,rio de janeiro,149.96,moveis_escritorio
30022,credit_card,1,belo horizonte,21.9,eletronicos
30023,credit_card,6,guarulhos,335.0,automotivo
30024,credit_card,3,rio de janeiro,283.2,telefonia
30025,credit_card,1,brasilia,35.9,esporte_lazer
30027,credit_card,1,sao paulo,81.99,informatica_acessorios
30028,credit_card,2,curitiba,110.32,beleza_saude
30029,boleto,1,rio de janeiro,264.9,brinquedos
30030,credit_card,2,rio de janeiro,129.99,relogios_presentes
30031,boleto,1,sao paulo,119.5,informatica_acessorios
30032,boleto,1,sao paulo,20.0,bebes
30033,credit_card,3,belo horizonte,50.0,bebes
30034,credit_card,8,rio de janeiro,240.0,relogios_presentes
30035,credit_card,1,sao paulo,43.0,bebes
30036,voucher,1,rio de janeiro,29.9,esporte_lazer
30038,credit_card,8,rio de janeiro,120.0,cama_mesa_banho
30040,credit_card,1,brasilia,78.0,utilidades_domesticas
30042,boleto,1,brasilia,14.9,moveis_decoracao
30043,credit_card,10,belo horizonte,334.8,relogios_presentes
30044,credit_card,8,sao paulo,69.9,automotivo
30045,credit_card,1,porto alegre,95.9,utilidades_domesticas
30046,credit_card,1,sao paulo,104.0,industria_comercio_e_negocios
30047,credit_card,1,rio de janeiro,39.9,eletrodomesticos_2
30048,credit_card,1,rio de janeiro,9.8,beleza_saude
30049,credit_card,2,brasilia,148.9,cama_mesa_banho
30050,boleto,1,rio de janeiro,95.03,cama_mesa_banho
30051,credit_card,2,belo horizonte,99.0,automotivo
30052,credit_card,10,sao paulo,498.0,beleza_saude
30053,boleto,1,curitiba,49.9,papelaria
30054,boleto,1,rio de janeiro,59.9,beleza_saude
30055,credit_card,1,rio de janeiro,75.0,cool_stuff
30056,credit_card,1,brasilia,39.99,telefonia
30058,boleto,1,brasilia,299.0,moveis_decoracao
30059,boleto,1,sao paulo,39.99,informatica_acessorios
30060,credit_card,1,brasilia,20.3,fashion_bolsas_e_acessorios
30061,credit_card,3,belo horizonte,25.0,perfumaria
30062,credit_card,1,porto alegre,75.0,moveis_decoracao
30063,credit_card,10,sao paulo,228.0,construcao_ferramentas_iluminacao
30064,credit_card,1,belo horizonte,219.9,beleza_saude
30065,boleto,1,sao paulo,69.99,moveis_decoracao
30067,credit_card,7,rio de janeiro,59.9,moveis_decoracao
30068,boleto,1,sao paulo,47.0,beleza_saude
30069,boleto,1,curitiba,199.0,cool_stuff
30070,boleto,1,belo horizonte,61.9,informatica_acessorios
30071,credit_card,10,curitiba,550.9,beleza_saude
30072,boleto,1,campinas,49.99,brinquedos
30073,credit_card,6,sao paulo,99.9,cama_mesa_banho
30074,debit_card,1,sao paulo,27.72,portateis_casa_forno_e_cafe
30075,credit_card,1,sao paulo,27.2,eletrodomesticos
30076,credit_card,1,guarulhos,118.0,esporte_lazer
30077,credit_card,2,rio de janeiro,105.0,pet_shop
30078,credit_card,1,sao paulo,55.0,relogios_presentes
30079,credit_card,3,rio de janeiro,56.99,cama_mesa_banho
30080,credit_card,3,sao paulo,186.99,moveis_escritorio
30082,credit_card,1,sao paulo,22.9,cama_mesa_banho
30083,credit_card,1,sao paulo,23.2,fashion_bolsas_e_acessorios
30084,credit_card,1,salvador,23.0,desconocida
30085,credit_card,2,sao paulo,149.9,cama_mesa_banho
30086,boleto,1,belo horizonte,104.5,construcao_ferramentas_construcao
30087,credit_card,10,rio de janeiro,169.99,utilidades_domesticas
30088,credit_card,1,salvador,120.0,ferramentas_jardim
30089,credit_card,1,sao paulo,59.9,cama_mesa_banho
30090,voucher,1,campinas,21.6,esporte_lazer
30091,boleto,1,sao paulo,104.98,beleza_saude
30092,credit_card,1,belo horizonte,108.0,relogios_presentes
30093,boleto,1,rio de janeiro,95.0,relogios_presentes
30094,credit_card,1,sao paulo,22.99,telefonia
30095,credit_card,1,sao paulo,29.99,telefonia
30098,credit_card,3,sao paulo,54.9,fashion_roupa_feminina
30099,boleto,1,belo horizonte,24.9,informatica_acessorios
30100,credit_card,3,rio de janeiro,161.0,moveis_cozinha_area_de_servico_jantar_e_jardim
30101,credit_card,1,guarulhos,76.9,utilidades_domesticas
30102,credit_card,2,sao paulo,67.49,automotivo
30103,credit_card,1,rio de janeiro,46.4,beleza_saude
30104,boleto,1,porto alegre,89.9,cama_mesa_banho
30106,credit_card,1,sao paulo,157.9,informatica_acessorios
30107,credit_card,2,sao paulo,223.0,relogios_presentes
30108,credit_card,1,rio de janeiro,299.0,eletronicos
30109,credit_card,1,sao paulo,26.0,eletrodomesticos
30110,credit_card,3,rio de janeiro,299.99,brinquedos
30111,credit_card,1,sao paulo,39.9,utilidades_domesticas
30112,credit_card,10,rio de janeiro,1048.0,instrumentos_musicais
30113,credit_card,2,sao paulo,19.99,beleza_saude
30114,credit_card,3,brasilia,199.0,informatica_acessorios
30115,credit_card,1,rio de janeiro,34.9,papelaria
30116,credit_card,1,sao paulo,79.0,papelaria
30117,credit_card,1,sao paulo,110.32,beleza_saude
30118,credit_card,4,sao paulo,500.0,consoles_games
30119,credit_card,3,porto alegre,89.9,moveis_decoracao
30120,boleto,1,brasilia,108.0,perfumaria
30121,credit_card,2,sao paulo,44.9,ferramentas_jardim
30122,credit_card,1,sao paulo,79.9,telefonia
30123,boleto,1,rio de janeiro,120.9,brinquedos
30124,boleto,1,sao paulo,35.0,malas_acessorios
30125,credit_card,1,sao paulo,48.9,utilidades_domesticas
30126,boleto,1,salvador,98.0,utilidades_domesticas
30128,credit_card,4,rio de janeiro,110.32,beleza_saude
30130,voucher,1,sao paulo,19.9,telefonia
30132,credit_card,4,rio de janeiro,179.9,cama_mesa_banho
30133,credit_card,2,belo horizonte,45.9,brinquedos
30134,credit_card,10,sao paulo,2999.9,esporte_lazer
30135,credit_card,1,sao paulo,19.9,utilidades_domesticas
30136,credit_card,1,belo horizonte,49.0,fashion_bolsas_e_acessorios
30137,credit_card,1,belo horizonte,199.9,malas_acessorios
30138,credit_card,3,sao paulo,29.9,papelaria
30139,credit_card,1,brasilia,69.9,moveis_decoracao
30140,credit_card,1,campinas,25.9,telefonia
30141,credit_card,10,belo horizonte,155.6,construcao_ferramentas_construcao
30142,boleto,1,rio de janeiro,49.0,eletronicos
30143,credit_card,1,brasilia,119.9,relogios_presentes
30144,credit_card,1,rio de janeiro,24.99,telefonia
30145,credit_card,6,curitiba,99.0,cama_mesa_banho
30148,credit_card,1,rio de janeiro,23.7,eletronicos
30149,credit_card,2,sao paulo,120.0,moveis_decoracao
30150,credit_card,1,rio de janeiro,18.0,eletronicos
30151,credit_card,1,sao paulo,19.99,beleza_saude
30152,credit_card,1,sao paulo,24.5,consoles_games
30153,credit_card,2,porto alegre,37.0,utilidades_domesticas
30154,credit_card,1,sao paulo,34.9,ferramentas_jardim
30155,boleto,1,sao paulo,59.9,utilidades_domesticas
30156,boleto,1,rio de janeiro,36.0,utilidades_domesticas
30157,boleto,1,sao paulo,40.0,construcao_ferramentas_iluminacao
30162,credit_card,1,sao paulo,13.98,telefonia
30163,boleto,1,rio de janeiro,24.5,consoles_games
30164,credit_card,1,campinas,22.99,informatica_acessorios
30166,boleto,1,porto alegre,119.99,informatica_acessorios
30168,credit_card,3,sao paulo,112.0,esporte_lazer
30169,credit_card,5,sao paulo,115.0,cama_mesa_banho
30171,credit_card,10,curitiba,149.9,moveis_decoracao
30172,credit_card,2,brasilia,250.0,esporte_lazer
30173,credit_card,4,sao paulo,29.5,cool_stuff
30174,boleto,1,sao paulo,47.99,cama_mesa_banho
30177,credit_card,6,sao paulo,440.0,esporte_lazer
30178,credit_card,7,rio de janeiro,142.0,ferramentas_jardim
30179,credit_card,1,guarulhos,89.99,informatica_acessorios
30180,credit_card,1,rio de janeiro,56.1,cama_mesa_banho
30181,credit_card,2,sao paulo,99.99,cool_stuff
30182,credit_card,1,rio de janeiro,39.9,desconocida
30183,boleto,1,sao paulo,29.0,relogios_presentes
30184,credit_card,6,campinas,59.99,malas_acessorios
30185,credit_card,3,sao paulo,89.9,moveis_decoracao
30186,credit_card,1,sao paulo,16.37,esporte_lazer
30188,boleto,1,porto alegre,43.98,utilidades_domesticas
30190,credit_card,3,sao paulo,113.8,esporte_lazer
30191,credit_card,2,porto alegre,69.0,eletroportateis
30192,credit_card,3,sao paulo,99.0,brinquedos
30193,boleto,1,sao paulo,84.9,esporte_lazer
30194,credit_card,1,sao paulo,17.9,cama_mesa_banho
30195,credit_card,8,belo horizonte,439.0,utilidades_domesticas
30196,boleto,1,sao paulo,134.99,esporte_lazer
30197,credit_card,2,sao paulo,179.9,instrumentos_musicais
30198,credit_card,1,sao paulo,12.65,eletronicos
30199,credit_card,1,porto alegre,479.9,instrumentos_musicais
30200,credit_card,1,sao paulo,27.99,telefonia
30201,credit_card,1,rio de janeiro,64.9,bebes
30203,boleto,1,sao paulo,18.49,beleza_saude
30204,credit_card,3,sao paulo,159.9,fashion_bolsas_e_acessorios
30205,credit_card,1,sao paulo,29.88,informatica_acessorios
30206,credit_card,1,rio de janeiro,69.9,moveis_decoracao
